sample	cancer_loc	nb_mut	true_nb_clones	true_purity	perc_dip	var_or_cst	median_depth	fitted_nb_clones	ll_ratio	pval	score1B	score1C	score2A	score2C_auc	score2C_accuracy	score2C_sensitivity	score2C_specificity	score2C_precision	score_sig_1A	score_sig_1B	score_sig_1C_auc	score_sig_1C_accuracy	score_sig_1C_sensitivity	score_sig_1C_specificity	score_sig_1C_precision	score_sig_1D	min_diff_distrib_mut	max_diff_distrib_mut	std_diff_distrib_mut	median_diff_distrib_mut	perc_dist_5	perc_dist_10	runtime	method
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0	59.0			0.0	0.9915543950436216	0.04542090147929192		0.9542196531791908	0.0	0.9542196531791908	0.0															112312.0	pyclone
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0	4.0			0.0	0.4600786220446429	0.0		0.023815028901734103	0.0	0.023815028901734103	0.0															268.0	sciclone
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0	1.0			1.0	1.0	1.0		1.0	0.0	1.0	0.0															287.0	ccube
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0	1.0			1.0	0.99256360078278	1.0		1.0	0.0	1.0	0.0															2950.0	dpclust
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0	1.0			1.0	1.0	1.0		1.0	0.0	1.0	0.0															2336.0	phylogicndt
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0	1.0	0.08935677591944112	0.998369527921074	1.0	0.99999	1.0		1.0	0.0	1.0	0.0	0.008722343394709257	0.5190281415273781	1.0	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9579858870710372	0.9579858870710372	1.1102230246251563e-16	0.9579858870710372	0.0	0.0	86.44664072990417	clonesig
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0												0.008447365238642455	0.5168198055489872	0.55	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9580132778259502	0.9580132778259502	0.0	0.9580132778259502	0.0	0.0	0.0538723468780518	deconstructsigs
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0	2.0			0.5	0.9902839755372208	0.12320656643606658		0.9935260115606936	0.0	0.9935260115606936	0.0	0.008749826249683016	0.5191247463020939	0.55	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9580132778259502	0.9580132778259502	0.0	0.9580132778259502	0.0	0.0	1.29289579391479	palimpsest
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0	1.0			1.0	0.9141279762526012	1.0		1.0	0.0	1.0	0.0	0.00861716434938899	0.5185945785496333	1.0	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9578373994684748	0.9578373994684748	0.0	0.9578373994684748	0.0	0.0	53.5538079738617	tracksig
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	cst	49.0	1.0			1.0	0.9970630781903542	1.0		1.0	0.0	1.0	0.0	0.00860837777028497	0.5185547103727328	1.0	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9578249873053742	0.9578249873053742	0.0	0.9578249873053742	0.0	0.0	57.677304744720495	tracksigfreq
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0	59.0			0.0	0.9915543950436216	0.04542090147929192		0.9542196531791908	0.0	0.9542196531791908	0.0															112312.0	pyclone
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0	4.0			0.0	0.4600786220446429	0.0		0.023815028901734103	0.0	0.023815028901734103	0.0															268.0	sciclone
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0	1.0			1.0	1.0	1.0		1.0	0.0	1.0	0.0															287.0	ccube
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0	1.0			1.0	0.99256360078278	1.0		1.0	0.0	1.0	0.0															2950.0	dpclust
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0	1.0			1.0	1.0	1.0		1.0	0.0	1.0	0.0															2336.0	phylogicndt
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0	1.0	0.07758439700410236	0.9987433040594892	1.0	0.99999	1.0		1.0	0.0	1.0	0.0	0.012967509932346893	0.5190819657191278	1.0	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9580009251400252	0.9580009251400252	0.0	0.9580009251400252	0.0	0.0	77.64446830749513	clonesig
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0												0.01295605911757984	0.5191247463020939	0.55	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9580132778259502	0.9580132778259502	0.0	0.9580132778259502	0.0	0.0	0.0375277996063232	deconstructsigs
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0	2.0			0.5	0.9902839755372208	0.12320656643606658		0.9935260115606936	0.0	0.9935260115606936	0.0	0.01295605911757984	0.5191247463020939	0.55	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9580132778259502	0.9580132778259502	0.0	0.9580132778259502	0.0	0.0	1.29194116592407	palimpsest
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0	1.0			1.0	0.9141279762526012	1.0		1.0	0.0	1.0	0.0	0.013051177000551598	0.5187788342623875	1.0	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9578926081608315	0.9578926081608315	2.220446049250313e-16	0.9578926081608315	0.0	0.0	47.49331140518189	tracksig
sim06rlqf	Bone-Osteosarc	4325	1	0.9141535085858778	0.7762983747734671	var	49.0	1.0			1.0	0.991305914592252	1.0		1.0	0.0	1.0	0.0	0.01305037654724385	0.5187813139083979	1.0	0.8615384615384616	0.09090909090909093	1.0	0.5	1.0	0.9578918698282992	0.9578918698282992	2.220446049250313e-16	0.9578918698282992	0.0	0.0	1.18891451756159	tracksigfreq
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0	2.0			1.0	0.9219792519630772	0.33087898610532546	0.7958466264917878	0.8213507625272332	0.9304029304029304	0.6612903225806451	0.9304029304029304															1450.0	pyclone
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0	5.0			0.0	0.6023757144573738	0.055965550278079416	0.4953621647170034	0.5882352941176471	0.9853479853479854	0.005376344086021507	0.9853479853479854															37.0	sciclone
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0	2.0			1.0	0.9809407789193556	0.3959133309551439	0.8316790736145575	0.8344226579520697	0.8461538461538461	0.8172043010752689	0.8461538461538461															109.0	ccube
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0	2.0			1.0	0.9106708978934884	0.4295815800129113	0.8573791799598252	0.8344226579520697	0.7362637362637363	0.978494623655914	0.7362637362637363															330.0	dpclust
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0	2.0			1.0	0.9433907246759656	0.5587735433957053	0.8977903816613494	0.8845315904139434	0.8278388278388278	0.967741935483871	0.8278388278388278															154.0	phylogicndt
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0	3.0	119.1215609745177	3.557516880216517e-20	0.6666666666666666	0.8551355420161443	0.5704801262218222	0.8885737917995982	0.9041394335511984	0.9706959706959708	0.8064516129032258	0.9706959706959708	0.050430558216818994	0.19159264020736846	0.9876847290640394	0.9692307692307692	0.625	1.0	0.8333333333333334	0.8976034858387799	0.0051597002042632605	0.18841855683432307	0.08687370837083001	0.18841855683432307	0.3442265795206972	0.3442265795206972	263.036862373352	clonesig
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0												0.07131718890236037	0.21031806949915133	0.5640394088669951	0.8923076923076924	0.125	0.9827586206896552	0.3333333333333333	0.710239651416122	0.16757891646100165	0.16757891646100165	5.551115123125783e-17	0.16757891646100165	0.0	0.0	0.32103133201599104	deconstructsigs
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0	2.0			1.0	0.8247377153025931	0.08971719929563461	0.6942573555476781	0.6383442265795207	0.3992673992673993	0.989247311827957	0.3992673992673993	0.07594534314297455	0.2359614971460805	0.7142857142857143	0.9384615384615383	0.375	1.0	0.75	0.8540305010893247	0.09427706550631887	0.18843002492983785	0.04031553256566733	0.09427706550631887	0.0	0.7581699346405228	0.524520874023438	palimpsest
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0	1.0			0.6666666666666666	0.8045465244076725	0.0253898368698748	0.5	0.3175	0.0	1.0	0.0	0.05066781135674586	0.18327768134483371	0.9950738916256155	0.9692307692307692	0.625	1.0	0.8333333333333334	0.895	0.10237991460947003	0.10237991460947003	0.0	0.10237991460947003	0.0	0.0	0.19803571701049802	tracksig
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	cst	81.0	1.0			0.6666666666666666	0.7943920513941105	0.014586381219918503	0.5	0.4625	0.0	1.0	0.0	0.05185374320426815	0.1748745859386746	0.9901477832512314	0.9692307692307692	0.625	1.0	0.8333333333333334	0.895	0.09672627529757716	0.09672627529757716	0.0	0.09672627529757716	0.0	1.0	0.145675897598267	tracksigfreq
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0	2.0			1.0	0.9219792519630772	0.33087898610532546	0.7958466264917878	0.8213507625272332	0.9304029304029304	0.6612903225806451	0.9304029304029304															1450.0	pyclone
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0	5.0			0.0	0.6023757144573738	0.055965550278079416	0.4953621647170034	0.5882352941176471	0.9853479853479854	0.005376344086021507	0.9853479853479854															37.0	sciclone
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0	2.0			1.0	0.9809407789193556	0.3959133309551439	0.8316790736145575	0.8344226579520697	0.8461538461538461	0.8172043010752689	0.8461538461538461															109.0	ccube
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0	2.0			1.0	0.9106708978934884	0.4295815800129113	0.8573791799598252	0.8344226579520697	0.7362637362637363	0.978494623655914	0.7362637362637363															330.0	dpclust
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0	2.0			1.0	0.9433907246759656	0.5587735433957053	0.8977903816613494	0.8845315904139434	0.8278388278388278	0.967741935483871	0.8278388278388278															154.0	phylogicndt
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0	2.0	234.30854792615355	1.289272749756297e-47	1.0	0.8862867245697756	0.7871632130202227	0.9538284296348812	0.954248366013072	0.956043956043956	0.9516129032258064	0.956043956043956	0.04928096243569767	0.2204369781016684	0.9901477832512314	0.9692307692307692	0.625	1.0	0.8333333333333334	0.7429193899782135	0.019050988867350127	0.7797774218231968	0.2240984912516429	0.7797774218231968	0.026143790849673203	0.026143790849673203	288.0006182193756	clonesig
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0												0.05070491070568309	0.2320370013908639	0.7142857142857143	0.9384615384615383	0.375	1.0	0.75	0.6535947712418301	0.15464357255480946	0.6364827622221896	0.23655232986319136	0.6364827622221896	0.0	0.0	0.565982103347778	deconstructsigs
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0	2.0			1.0	0.8247377153025931	0.08971719929563461	0.6942573555476781	0.6383442265795207	0.3992673992673993	0.989247311827957	0.3992673992673993	0.052144535462287436	0.24718905319747514	0.7857142857142857	0.953846153846154	0.5	1.0	0.8	0.7015250544662309	0.14698750422634044	0.7803259704869728	0.25811567388451595	0.5513523457093368	0.0	0.0	0.523151397705078	palimpsest
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0	1.0			0.6666666666666666	0.8045465244076725	0.0253898368698748	0.5	0.3175	0.0	1.0	0.0	0.04866293780211561	0.23533544033247705	0.9852216748768472	0.9384615384615383	0.5	0.9827586206896552	0.6666666666666666	0.785	0.13968927132435605	0.6219776392860066	0.22450704839299224	0.6219776392860066	0.0	0.0	0.254525661468506	tracksig
sim07gxi7	Lung-AdenoCA	459	2	0.7719663572525609	0.07186092260992635	var	81.0	1.0			0.6666666666666666	0.7932447708866751	0.014586381219918532	0.5	0.4625	0.0	1.0	0.0	0.056209343812355136	0.2009483075697188	0.9852216748768472	0.953846153846154	0.625	0.9827586206896552	0.7142857142857143	0.785	0.12431070462002493	0.5730041174883505	0.22371484150920168	0.5730041174883505	0.0	0.0	0.15066909790039099	tracksigfreq
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0	1.0			1.0	0.984620933245988	0.07949995706462475		0.9657353716394308	0.0	0.9657353716394308	0.0															32954.0	pyclone
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0	3.0			0.0	0.32758500315619465	0.0		0.00948866631523458	0.0	0.00948866631523458	0.0															147.0	sciclone
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0	1.0			1.0	0.9826350808564848	1.0		1.0	0.0	1.0	0.0															79.0	ccube
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0	1.0			1.0	0.9863013698630141	1.0		1.0	0.0	1.0	0.0															1376.0	dpclust
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0	1.0			1.0	1.0	1.0		1.0	0.0	1.0	0.0															717.0	phylogicndt
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0	1.0	0.03878744457324501	0.9945060038493592	1.0	0.9826253341957611	1.0		1.0	0.0	1.0	0.0	0.013813357581167907	0.5358687730989522	1.0	0.8461538461538461	0.08333333333333333	1.0	0.5	0.999472851871376	0.964419292783178	0.964419292783178	2.220446049250313e-16	0.964419292783178	0.0	0.0	183.26144671440125	clonesig
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0												0.013657295535353749	0.5365103603429783	0.5454545454545454	0.8461538461538461	0.08333333333333333	1.0	0.5	1.0	0.96463556730555	0.96463556730555	3.3306690738754696e-16	0.96463556730555	0.0	0.0	0.0347282886505127	deconstructsigs
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0	2.0			0.5	0.9765988972785562	0.12945746047512088		0.9868212967843965	0.0	0.9868212967843965	0.0	0.01377800003678621	0.5359954633952484	0.5909090909090909	0.8461538461538461	0.08333333333333333	1.0	0.5	0.999472851871376	0.9485867282599142	0.96463556730555	0.0018302028072970519	0.96463556730555	0.0	0.0	0.8170194625854491	palimpsest
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0	1.0			1.0	0.9763437082617178	1.0		1.0	0.0	1.0	0.0	0.014175149066687818	0.5348472909031339	1.0	0.8461538461538461	0.08333333333333333	1.0	0.5	0.9994444444444444	0.9641006749558472	0.9641006749558472	2.220446049250313e-16	0.9641006749558472	0.0	0.0	7.45718598365784	tracksig
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	cst	40.0	1.0			1.0	0.7017365611440313	1.0		1.0	0.0	1.0	0.0	0.013932056570674324	0.5355194777490635	1.0	0.8461538461538461	0.08333333333333333	1.0	0.5	0.9994444444444444	0.9643337464433576	0.9643337464433576	2.220446049250313e-16	0.9643337464433576	0.0	0.0	5.67042112350464	tracksigfreq
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	var	40.0	1.0			1.0	0.984620933245988	0.07949995706462475		0.9657353716394308	0.0	0.9657353716394308	0.0															32954.0	pyclone
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	var	40.0	3.0			0.0	0.32758500315619465	0.0		0.00948866631523458	0.0	0.00948866631523458	0.0															147.0	sciclone
sim08bcym	Eso-AdenoCA	1897	1	0.655350243493915	0.5337798761411968	var	40.0	1.0			1.0	0.9826350808564848	1.0		1.0	0.0	1.0	0.0															79.0	ccube
